id,ucetni_rok,mesic,castka_hal,kategorie,popis_verejny,zdroj_id,obdobi_stav
518-2024-0184,2024,8,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0185,2024,8,57200,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0186,2024,8,118300,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2024-0187,2024,8,401841,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0188,2024,8,11836931,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0189,2024,8,20000,Ostatní,Cestovné a parkovné,detail-518-2022-2025,uzavrene
518-2024-0190,2024,8,75680,Ostatní,"Certifikáty, elektronické podpisy a časová razítka",detail-518-2022-2025,uzavrene
518-2024-0191,2024,8,169400,Ostatní,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2024-0192,2024,8,146600,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2024-0193,2024,8,5445000,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2024-0194,2024,8,16500,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0195,2024,8,53716,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2024-0196,2024,8,271886,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0197,2024,8,280099,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0198,2024,8,335000,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2024-0199,2024,8,3630000,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2024-0200,2024,8,690000,Voda/kanalizace (provoz),"Vodovod – přípojky, navrtací pasy a opravy",detail-518-2022-2025,uzavrene
518-2024-0201,2024,8,1010000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2024-0202,2024,8,3220000,Zámek (budova),"Zámek – oprava střechy, atiky a fasády",detail-518-2022-2025,uzavrene
518-2024-0203,2024,9,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0204,2024,9,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0205,2024,9,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0206,2024,9,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0207,2024,9,25500,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0208,2024,9,64000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0209,2024,9,83400,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2024-0210,2024,9,455200,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0211,2024,9,495253,Odpady (svoz),Nebezpečný odpad,detail-518-2022-2025,uzavrene
518-2024-0212,2024,9,11601465,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0213,2024,9,172788,Ostatní,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2024-0214,2024,9,251700,Ostatní,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2024-0215,2024,9,296400,Ostatní,Správní agenda a evidence,detail-518-2022-2025,uzavrene
518-2024-0216,2024,9,348100,Ostatní,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2024-0217,2024,9,871200,Ostatní,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2024-0218,2024,9,73200,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2024-0219,2024,9,5009400,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2024-0220,2024,9,125800,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2024-0221,2024,9,53716,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2024-0222,2024,9,274127,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0223,2024,9,280099,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0224,2024,9,210000,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2024-0225,2024,9,4088000,Voda/kanalizace (provoz),Obecní zpravodaj – tisk,detail-518-2022-2025,uzavrene
518-2024-0226,2024,9,1400000,Zámek (budova),"Zámek – oprava střechy, atiky a fasády",detail-518-2022-2025,uzavrene
518-2024-0227,2024,9,677600,ČOV / odpadní vody,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2024-0228,2024,10,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0229,2024,10,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0230,2024,10,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0231,2024,10,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0232,2024,10,58600,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0233,2024,10,72800,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0234,2024,10,130000,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2024-0235,2024,10,1002243,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0236,2024,10,1090815,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0237,2024,10,4473370,Odpady (svoz),Bioodpad a kompostování,detail-518-2022-2025,uzavrene
518-2024-0238,2024,10,11836931,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0239,2024,10,346000,Opravy/storna dokladů,Oprava / storno účetního dokladu,detail-518-2022-2025,uzavrene
518-2024-0240,2024,10,27000,Ostatní,Místní rozhlas a poplatky OSA,detail-518-2022-2025,uzavrene
518-2024-0241,2024,10,41800,Ostatní,"Hasiči (SDH) – výstroj, školení a pojištění",detail-518-2022-2025,uzavrene
518-2024-0242,2024,10,52000,Ostatní,"Hasiči (SDH) – výstroj, školení a pojištění",detail-518-2022-2025,uzavrene
518-2024-0243,2024,10,850700,Ostatní,Daňový poradce,detail-518-2022-2025,uzavrene
518-2024-0244,2024,10,43800,Poštovné,Kancelářský materiál a vybavení,detail-518-2022-2025,uzavrene
518-2024-0245,2024,10,57000,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2024-0246,2024,10,2120000,Poštovné,Kancelářský materiál a vybavení,detail-518-2022-2025,uzavrene
518-2024-0247,2024,10,5227200,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2024-0248,2024,10,134000,Správa / odborné služby,Revize a nákup hasicích přístrojů,detail-518-2022-2025,uzavrene
518-2024-0249,2024,10,210000,Správa / odborné služby,Školení zaměstnanců obce,detail-518-2022-2025,uzavrene
518-2024-0250,2024,10,251700,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2024-0251,2024,10,446490,Správa / odborné služby,Školení zaměstnanců obce,detail-518-2022-2025,uzavrene
518-2024-0252,2024,10,65000,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2024-0253,2024,10,272446,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0254,2024,10,280099,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0255,2024,10,560000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2024-0256,2024,10,710000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2024-0257,2024,11,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0258,2024,11,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0259,2024,11,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0260,2024,11,13800,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0261,2024,11,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0262,2024,11,74800,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0263,2024,11,170500,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2024-0264,2024,11,176700,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2024-0265,2024,11,401962,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0266,2024,11,11164171,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0267,2024,11,1098600,Opravy/storna dokladů,Oprava / storno účetního dokladu,detail-518-2022-2025,uzavrene
518-2024-0268,2024,11,-3816800,Ostatní,Ostatní,detail-518-2022-2025,uzavrene
518-2024-0269,2024,11,19000,Ostatní,"Vodovod – přípojky, navrtací pasy a opravy",detail-518-2022-2025,uzavrene
518-2024-0270,2024,11,75680,Ostatní,"Certifikáty, elektronické podpisy a časová razítka",detail-518-2022-2025,uzavrene
518-2024-0271,2024,11,104200,Ostatní,"Obecní vozidla – provoz, pojištění a servis",detail-518-2022-2025,uzavrene
518-2024-0272,2024,11,181500,Ostatní,"Údržba obce – komunikace, materiál a doprava",detail-518-2022-2025,uzavrene
518-2024-0273,2024,11,350000,Ostatní,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2024-0274,2024,11,587400,Ostatní,"Vodovod – přípojky, navrtací pasy a opravy",detail-518-2022-2025,uzavrene
518-2024-0275,2024,11,1006700,Ostatní,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2024-0276,2024,11,58400,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2024-0277,2024,11,5227200,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2024-0278,2024,11,16500,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0279,2024,11,65000,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2024-0280,2024,11,280099,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0281,2024,11,285708,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0282,2024,11,526400,Telekomunikace / IT,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2024-0283,2024,11,242000,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2024-0284,2024,11,406033,Voda/kanalizace (provoz),Vodovod – laboratorní rozbory,detail-518-2022-2025,uzavrene
518-2024-0285,2024,11,810000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2024-0286,2024,11,706000,Zámek (budova),Zámek – plynové kotle a revize komínů,detail-518-2022-2025,uzavrene
518-2024-0287,2024,12,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0288,2024,12,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0289,2024,12,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0290,2024,12,11700,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0291,2024,12,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0292,2024,12,74800,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2024-0293,2024,12,185000,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2024-0294,2024,12,290400,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0295,2024,12,544500,Odpady (svoz),Uložení odpadu na skládku,detail-518-2022-2025,uzavrene
518-2024-0296,2024,12,966911,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0297,2024,12,6062705,Odpady (svoz),Bioodpad a kompostování,detail-518-2022-2025,uzavrene
518-2024-0298,2024,12,11164171,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0299,2024,12,11836931,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2024-0300,2024,12,362000,Ostatní,"Certifikáty, elektronické podpisy a časová razítka",detail-518-2022-2025,uzavrene
518-2024-0301,2024,12,430000,Ostatní,"Kulturní akce, propagace a přání",detail-518-2022-2025,uzavrene
518-2024-0302,2024,12,5445000,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2024-0303,2024,12,15000,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2024-0304,2024,12,65000,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2024-0305,2024,12,118800,Telekomunikace / IT,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2024-0306,2024,12,271886,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0307,2024,12,280099,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0308,2024,12,398920,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2024-0309,2024,12,157300,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2024-0310,2024,12,1871000,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2024-0311,2024,12,95100,Voda/kanalizace (provoz),Poštovné,detail-518-2022-2025,uzavrene
518-2024-0312,2024,12,186500,Voda/kanalizace (provoz),"Vodovod – přípojky, navrtací pasy a opravy",detail-518-2022-2025,uzavrene
518-2024-0313,2024,12,660000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2024-0314,2024,12,783307,Voda/kanalizace (provoz),Vodovod – kalkulační výměr a výkazy,detail-518-2022-2025,uzavrene
518-2024-0315,2024,12,7186190,Zámek (budova),"Zámek – oprava střechy, atiky a fasády",detail-518-2022-2025,uzavrene
518-2025-0001,2025,1,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0002,2025,1,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0003,2025,1,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0004,2025,1,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0005,2025,1,109000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0006,2025,1,137000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0007,2025,1,27000,Ostatní,Místní rozhlas a poplatky OSA,detail-518-2022-2025,uzavrene
518-2025-0008,2025,1,397000,Ostatní,"Hasiči (SDH) – výstroj, školení a pojištění",detail-518-2022-2025,uzavrene
518-2025-0009,2025,1,435600,Ostatní,Správní agenda a evidence,detail-518-2022-2025,uzavrene
518-2025-0010,2025,1,529980,Ostatní,Správní agenda a evidence,detail-518-2022-2025,uzavrene
518-2025-0011,2025,1,644000,Ostatní,Pozemky – nájem a předpisy závazků,detail-518-2022-2025,uzavrene
518-2025-0012,2025,1,731500,Ostatní,Daňový poradce,detail-518-2022-2025,uzavrene
518-2025-0013,2025,1,1355200,Ostatní,"Kulturní akce, propagace a přání",detail-518-2022-2025,uzavrene
518-2025-0014,2025,1,173800,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2025-0015,2025,1,640000,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2025-0016,2025,1,6534000,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2025-0017,2025,1,210000,Správa / odborné služby,Školení zaměstnanců obce,detail-518-2022-2025,uzavrene
518-2025-0018,2025,1,210000,Správa / odborné služby,Školení zaměstnanců obce,detail-518-2022-2025,uzavrene
518-2025-0019,2025,1,12100,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0020,2025,1,14520,Voda/kanalizace (provoz),Revize a údržba plynových přípojek,detail-518-2022-2025,uzavrene
518-2025-0021,2025,1,1060000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2025-0022,2025,1,50000,Zámek (budova),Zámek – ostatní práce a materiál,detail-518-2022-2025,uzavrene
518-2025-0023,2025,1,195000,Zámek (budova),Revize a nákup hasicích přístrojů,detail-518-2022-2025,uzavrene
518-2025-0024,2025,1,2377000,Zámek (budova),"Hřbitov, kaple a pohřebnictví – údržba",detail-518-2022-2025,uzavrene
518-2025-0025,2025,2,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0026,2025,2,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0027,2025,2,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0028,2025,2,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0029,2025,2,79600,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0030,2025,2,87800,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0031,2025,2,2722500,GDPR / pověřenec,GDPR – pověřenec pro ochranu osobních údajů,detail-518-2022-2025,uzavrene
518-2025-0032,2025,2,297300,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2025-0033,2025,2,330209,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0034,2025,2,606694,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0035,2025,2,12449968,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0036,2025,2,443000,Ostatní,"Obecní vozidla – provoz, pojištění a servis",detail-518-2022-2025,uzavrene
518-2025-0037,2025,2,753600,Ostatní,Obecní les – těžba a manipulace se dřevem,detail-518-2022-2025,uzavrene
518-2025-0038,2025,2,1210000,Ostatní,Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0039,2025,2,3025000,Ostatní,Bioodpad a kompostování,detail-518-2022-2025,uzavrene
518-2025-0040,2025,2,3000,Poštovné,Kancelářský materiál a vybavení,detail-518-2022-2025,uzavrene
518-2025-0041,2025,2,15200,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2025-0042,2025,2,5662800,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2025-0043,2025,2,314600,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2025-0044,2025,2,65000,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2025-0045,2025,2,271886,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0046,2025,2,273567,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0047,2025,2,280096,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0048,2025,2,280099,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0049,2025,2,471900,Veřejná zeleň,Veřejná zeleň – údržba a výsadba,detail-518-2022-2025,uzavrene
518-2025-0050,2025,2,166860,Voda/kanalizace (provoz),Vodovod – kalkulační výměr a výkazy,detail-518-2022-2025,uzavrene
518-2025-0051,2025,3,160,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0052,2025,3,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0053,2025,3,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0054,2025,3,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0055,2025,3,32000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0056,2025,3,92600,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0057,2025,3,2722500,GDPR / pověřenec,GDPR – pověřenec pro ochranu osobních údajů,detail-518-2022-2025,uzavrene
518-2025-0058,2025,3,250100,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2025-0059,2025,3,777116,Odpady (svoz),Nebezpečný odpad,detail-518-2022-2025,uzavrene
518-2025-0060,2025,3,12055828,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0061,2025,3,242000,Ostatní,Ostatní,detail-518-2022-2025,uzavrene
518-2025-0062,2025,3,395368,Ostatní,Místní rozhlas a poplatky OSA,detail-518-2022-2025,uzavrene
518-2025-0063,2025,3,3345700,Ostatní,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2025-0064,2025,3,3615480,Ostatní,"Software, licence a online služby",detail-518-2022-2025,uzavrene
518-2025-0065,2025,3,3400,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2025-0066,2025,3,5009400,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2025-0067,2025,3,372200,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2025-0068,2025,3,12700,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0069,2025,3,65000,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2025-0070,2025,3,1010000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2025-0071,2025,3,1110000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2025-0072,2025,3,13592535,Zámek (budova),Zámek – ostatní práce a materiál,detail-518-2022-2025,uzavrene
518-2025-0073,2025,4,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0074,2025,4,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0075,2025,4,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0076,2025,4,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0077,2025,4,63500,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0078,2025,4,102200,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0079,2025,4,2722500,GDPR / pověřenec,GDPR – pověřenec pro ochranu osobních údajů,detail-518-2022-2025,uzavrene
518-2025-0080,2025,4,145300,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2025-0081,2025,4,755161,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0082,2025,4,12778480,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0083,2025,4,27000,Ostatní,Místní rozhlas a poplatky OSA,detail-518-2022-2025,uzavrene
518-2025-0084,2025,4,119680,Ostatní,"Certifikáty, elektronické podpisy a časová razítka",detail-518-2022-2025,uzavrene
518-2025-0085,2025,4,29000,Poštovné,Poštovné,detail-518-2022-2025,uzavrene
518-2025-0086,2025,4,4356000,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2025-0087,2025,4,242999,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2025-0088,2025,4,392000,Správa / odborné služby,Školení zaměstnanců obce,detail-518-2022-2025,uzavrene
518-2025-0089,2025,4,435100,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2025-0090,2025,4,561000,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
518-2025-0091,2025,4,65000,Telekomunikace / IT,Internet a dálkový přístup,detail-518-2022-2025,uzavrene
518-2025-0092,2025,4,272446,Telekomunikace / IT,Telefony – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0093,2025,4,280099,Telekomunikace / IT,Telefony a internet – vyúčtování,detail-518-2022-2025,uzavrene
518-2025-0094,2025,4,560000,Voda/kanalizace (provoz),Vodovod a kanalizace – odborný a technický dozor,detail-518-2022-2025,uzavrene
518-2025-0095,2025,4,480000,Zámek (budova),Zámek – statické posudky a dřevěné prvky,detail-518-2022-2025,uzavrene
518-2025-0096,2025,4,30936600,ČOV / odpadní vody,ČOV – převzatá odpadní voda a čištění,detail-518-2022-2025,uzavrene
518-2025-0097,2025,5,80,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0098,2025,5,1000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0099,2025,5,9900,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0100,2025,5,20100,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0101,2025,5,25000,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0102,2025,5,106400,Bankovní poplatky,Bankovní poplatky,detail-518-2022-2025,uzavrene
518-2025-0103,2025,5,2722500,GDPR / pověřenec,GDPR – pověřenec pro ochranu osobních údajů,detail-518-2022-2025,uzavrene
518-2025-0104,2025,5,101300,Kopírování / tisk,Kopírování a tisk,detail-518-2022-2025,uzavrene
518-2025-0105,2025,5,470811,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0106,2025,5,861520,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0107,2025,5,11971712,Odpady (svoz),Svoz a odvoz komunálního odpadu,detail-518-2022-2025,uzavrene
518-2025-0108,2025,5,5000,Ostatní,Cestovné a parkovné,detail-518-2022-2025,uzavrene
518-2025-0109,2025,5,70000,Ostatní,Pozemky – nájem a předpisy závazků,detail-518-2022-2025,uzavrene
518-2025-0110,2025,5,75680,Ostatní,"Certifikáty, elektronické podpisy a časová razítka",detail-518-2022-2025,uzavrene
518-2025-0111,2025,5,217400,Ostatní,"Obecní vozidla – provoz, pojištění a servis",detail-518-2022-2025,uzavrene
518-2025-0112,2025,5,280871,Ostatní,Ostatní,detail-518-2022-2025,uzavrene
518-2025-0113,2025,5,579590,Ostatní,Správní agenda a evidence,detail-518-2022-2025,uzavrene
518-2025-0114,2025,5,732970,Ostatní,Daňový poradce,detail-518-2022-2025,uzavrene
518-2025-0115,2025,5,5662800,Právní služby,Právní služby,detail-518-2022-2025,uzavrene
518-2025-0116,2025,5,312700,Správa / odborné služby,Technická pomoc a IT podpora,detail-518-2022-2025,uzavrene
